Trial	Block	Target_pr	Target_side	Name	Key	RT	Message	Block_Type	Condition
1	 1	 1	 left	 LineStimuli//allStim/stimNo106r13c9v1.8.jpg	 l	 5.496	 GoodTrial	 allStim	 ra
2	 1	 1	 right	 LineStimuli//allStim/stimNo91r11c20v2.3.jpg	 l	 4.427	 GoodTrial	 allStim	 ra
3	 1	 1	 left	 LineStimuli//allStim/stimNo83r14c4v2.3.jpg	 r	 4.053	 GoodTrial	 allStim	 ra
4	 1	 0	 x	 LineStimuli//allStim/stimNo139r0c0v2.8.jpg	 l	 4.564	 GoodTrial	 allStim	 ra
5	 1	 1	 right	 LineStimuli//allStim/stimNo92r6c21v3.8.jpg	 l	 4.333	 GoodTrial	 allStim	 ra
6	 1	 0	 x	 LineStimuli//allStim/stimNo135r0c0v2.8.jpg	 l	 4.662	 GoodTrial	 allStim	 ra
7	 1	 1	 right	 LineStimuli//allStim/stimNo116r5c13v4.3.jpg	 l	 7.593	 GoodTrial	 allStim	 ra
8	 1	 1	 left	 LineStimuli//allStim/stimNo103r11c7v3.8.jpg	 r	 2.500	 GoodTrial	 allStim	 ra
9	 1	 0	 x	 LineStimuli//allStim/stimNo127r0c0v3.8.jpg	 l	 6.050	 GoodTrial	 allStim	 ra
10	 1	 1	 right	 LineStimuli//allStim/stimNo91r9c13v4.3.jpg	 l	 5.562	 GoodTrial	 allStim	 ra
11	 1	 1	 right	 LineStimuli//allStim/stimNo81r3c21v3.8.jpg	 r	 4.232	 GoodTrial	 allStim	 ra
12	 1	 1	 left	 LineStimuli//allStim/stimNo95r4c9v1.8.jpg	 r	 2.821	 GoodTrial	 allStim	 ra
13	 1	 1	 left	 LineStimuli//allStim/stimNo106r8c2v4.3.jpg	 r	 4.619	 GoodTrial	 allStim	 ra
14	 1	 0	 x	 LineStimuli//allStim/stimNo136r0c0v1.8.jpg	 r	 3.440	 GoodTrial	 allStim	 ra
15	 1	 1	 right	 LineStimuli//allStim/stimNo95r6c14v1.5.jpg	 r	 4.271	 GoodTrial	 allStim	 ra
16	 1	 1	 left	 LineStimuli//allStim/stimNo117r7c8v1.5.jpg	 r	 3.307	 GoodTrial	 allStim	 ra
17	 1	 1	 left	 LineStimuli//allStim/stimNo116r2c2v2.3.jpg	 r	 3.593	 GoodTrial	 allStim	 ra
18	 1	 0	 x	 LineStimuli//allStim/stimNo149r0c0v3.8.jpg	 l	 4.143	 GoodTrial	 allStim	 ra
19	 1	 0	 x	 LineStimuli//allStim/stimNo150r0c0v2.8.jpg	 r	 4.716	 GoodTrial	 allStim	 ra
20	 1	 0	 x	 LineStimuli//allStim/stimNo130r0c0v4.3.jpg	 l	 3.128	 GoodTrial	 allStim	 ra
21	 1	 1	 right	 LineStimuli//allStim/stimNo82r7c18v4.3.jpg	 r	 5.897	 GoodTrial	 allStim	 ra
22	 1	 1	 right	 LineStimuli//allStim/stimNo108r9c21v1.8.jpg	 r	 2.770	 GoodTrial	 allStim	 ra
23	 1	 1	 left	 LineStimuli//allStim/stimNo89r12c4v2.8.jpg	 l	 3.265	 GoodTrial	 allStim	 ra
