Trial	Block	Target_pr	Target_side	Name	Key	RT	Message	Block_Type	Condition
1	 1	 0	 x	 LineStimuli//2.8/stimNo124r0c0v2.8.jpg	 r	 5.897	 GoodTrial	 2.8	 bl
2	 1	 0	 x	 LineStimuli//2.8/stimNo159r0c0v2.8.jpg	 l	 8.900	 GoodTrial	 2.8	 bl
3	 1	 1	 left	 LineStimuli//2.8/stimNo105r5c4v2.8.jpg	 l	 3.652	 GoodTrial	 2.8	 bl
4	 1	 1	 left	 LineStimuli//2.8/stimNo119r8c5v2.8.jpg	 l	 3.477	 GoodTrial	 2.8	 bl
5	 1	 0	 x	 LineStimuli//2.8/stimNo141r0c0v2.8.jpg	 r	 10.624	 GoodTrial	 2.8	 bl
6	 1	 1	 left	 LineStimuli//2.8/stimNo107r5c6v2.8.jpg	 l	 2.454	 GoodTrial	 2.8	 bl
7	 1	 0	 x	 LineStimuli//2.8/stimNo143r0c0v2.8.jpg	 r	 8.285	 GoodTrial	 2.8	 bl
8	 1	 0	 x	 LineStimuli//2.8/stimNo136r0c0v2.8.jpg	 r	 5.699	 GoodTrial	 2.8	 bl
9	 1	 1	 left	 LineStimuli//2.8/stimNo83r12c4v2.8.jpg	 l	 2.139	 GoodTrial	 2.8	 bl
10	 1	 0	 x	 LineStimuli//2.8/stimNo139r0c0v2.8.jpg	 r	 7.624	 GoodTrial	 2.8	 bl
11	 1	 0	 x	 LineStimuli//2.8/stimNo151r0c0v2.8.jpg	 r	 7.514	 GoodTrial	 2.8	 bl
12	 1	 1	 left	 LineStimuli//2.8/stimNo82r4c6v2.8.jpg	 l	 1.951	 GoodTrial	 2.8	 bl
13	 1	 0	 x	 LineStimuli//2.8/stimNo129r0c0v2.8.jpg	 r	 6.530	 GoodTrial	 2.8	 bl
14	 1	 0	 x	 LineStimuli//2.8/stimNo156r0c0v2.8.jpg	 r	 9.636	 GoodTrial	 2.8	 bl
15	 1	 1	 right	 LineStimuli//2.8/stimNo114r8c19v2.8.jpg	 l	 2.286	 GoodTrial	 2.8	 bl
16	 1	 1	 left	 LineStimuli//2.8/stimNo102r3c2v2.8.jpg	 l	 2.265	 GoodTrial	 2.8	 bl
17	 1	 0	 x	 LineStimuli//2.8/stimNo130r0c0v2.8.jpg	 r	 6.427	 GoodTrial	 2.8	 bl
18	 1	 1	 left	 LineStimuli//2.8/stimNo88r15c3v2.8.jpg	 l	 1.969	 GoodTrial	 2.8	 bl
19	 1	 1	 right	 LineStimuli//2.8/stimNo115r9c14v2.8.jpg	 l	 2.016	 GoodTrial	 2.8	 bl
20	 1	 0	 x	 LineStimuli//2.8/stimNo144r0c0v2.8.jpg	 r	 5.874	 GoodTrial	 2.8	 bl
21	 1	 0	 x	 LineStimuli//2.8/stimNo155r0c0v2.8.jpg	 r	 8.456	 GoodTrial	 2.8	 bl
22	 1	 1	 right	 LineStimuli//2.8/stimNo117r11c17v2.8.jpg	 l	 2.451	 GoodTrial	 2.8	 bl
23	 1	 1	 right	 LineStimuli//2.8/stimNo112r13c17v2.8.jpg	 l	 3.507	 GoodTrial	 2.8	 bl
24	 1	 1	 left	 LineStimuli//2.8/stimNo87r11c8v2.8.jpg	 l	 2.063	 GoodTrial	 2.8	 bl
25	 1	 1	 right	 LineStimuli//2.8/stimNo81r8c14v2.8.jpg	 l	 1.812	 GoodTrial	 2.8	 bl
26	 1	 1	 left	 LineStimuli//2.8/stimNo84r3c9v2.8.jpg	 l	 1.997	 GoodTrial	 2.8	 bl
27	 1	 1	 left	 LineStimuli//2.8/stimNo104r8c6v2.8.jpg	 l	 1.706	 GoodTrial	 2.8	 bl
28	 1	 0	 x	 LineStimuli//2.8/stimNo147r0c0v2.8.jpg	 r	 3.906	 GoodTrial	 2.8	 bl
29	 1	 0	 x	 LineStimuli//2.8/stimNo127r0c0v2.8.jpg	 r	 6.118	 GoodTrial	 2.8	 bl
