Trial	Block	Target_pr	Target_side	Name	Key	RT	Message	Block_Type	Condition
1	 1	 1	 right	 LineStimuli//3.3/stimNo113r13c15v3.3.jpg	 l	 14.651	 GoodTrial	 allStim	 si
2	 1	 0	 x	 LineStimuli//3.8/stimNo152r0c0v3.8.jpg	 r	 11.165	 GoodTrial	 allStim	 si
3	 1	 1	 right	 LineStimuli//4.3/stimNo92r2c20v4.3.jpg	 r	 4.661	 GoodTrial	 allStim	 si
4	 1	 1	 left	 LineStimuli//4.3/stimNo103r10c4v4.3.jpg	 l	 2.543	 GoodTrial	 allStim	 si
5	 1	 1	 left	 LineStimuli//3.8/stimNo106r9c9v3.8.jpg	 l	 6.861	 GoodTrial	 allStim	 si
6	 1	 0	 x	 LineStimuli//3.3/stimNo148r0c0v3.3.jpg	 r	 4.154	 GoodTrial	 allStim	 si
7	 1	 0	 x	 LineStimuli//2.8/stimNo142r0c0v2.8.jpg	 l	 4.168	 GoodTrial	 allStim	 si
8	 1	 0	 x	 LineStimuli//2.3/stimNo127r0c0v2.3.jpg	 r	 3.069	 GoodTrial	 allStim	 si
9	 1	 1	 left	 LineStimuli//1.8/stimNo113r6c7v1.8.jpg	 r	 3.976	 GoodTrial	 allStim	 si
10	 1	 0	 x	 LineStimuli//1.3/stimNo128r0c0v1.3.jpg	 r	 7.070	 GoodTrial	 allStim	 si
11	 1	 1	 left	 LineStimuli//1.3/stimNo110r7c3v1.3.jpg	 r	 2.418	 GoodTrial	 allStim	 si
12	 1	 1	 left	 LineStimuli//1.8/stimNo89r11c6v1.8.jpg	 l	 3.784	 GoodTrial	 allStim	 si
13	 1	 0	 x	 LineStimuli//2.3/stimNo149r0c0v2.3.jpg	 r	 2.951	 GoodTrial	 allStim	 si
14	 1	 0	 x	 LineStimuli//2.8/stimNo146r0c0v2.8.jpg	 r	 3.087	 GoodTrial	 allStim	 si
1	 2	 1	 left	 LineStimuli//3.3/stimNo115r3c4v3.3.jpg	 l	 2.836	 GoodTrial	 allStim	 si
2	 2	 1	 left	 LineStimuli//3.8/stimNo105r2c6v3.8.jpg	 l	 2.449	 GoodTrial	 allStim	 si
3	 2	 1	 left	 LineStimuli//4.3/stimNo105r14c6v4.3.jpg	 l	 2.391	 GoodTrial	 allStim	 si
4	 2	 0	 x	 LineStimuli//4.3/stimNo140r0c0v4.3.jpg	 r	 2.791	 GoodTrial	 allStim	 si
5	 2	 0	 x	 LineStimuli//3.8/stimNo156r0c0v3.8.jpg	 r	 3.552	 GoodTrial	 allStim	 si
6	 2	 0	 x	 LineStimuli//3.3/stimNo128r0c0v3.3.jpg	 r	 3.645	 GoodTrial	 allStim	 si
7	 2	 1	 right	 LineStimuli//2.8/stimNo81r8c14v2.8.jpg	 r	 5.139	 GoodTrial	 allStim	 si
