Trial	Block	Target_pr	Target_side	Name	Key	RT	Message	Block_Type	Condition
1	 1	 1	 left	 LineStimuli//2.8/stimNo116r4c7v2.8.jpg	 r	 2.381	 GoodTrial	 2.8	 bl
2	 1	 0	 x	 LineStimuli//2.8/stimNo134r0c0v2.8.jpg	 r	 17.999	 GoodTrial	 2.8	 bl
3	 1	 1	 left	 LineStimuli//2.8/stimNo83r12c4v2.8.jpg	 l	 2.198	 GoodTrial	 2.8	 bl
4	 1	 1	 right	 LineStimuli//2.8/stimNo111r9c15v2.8.jpg	 l	 2.111	 GoodTrial	 2.8	 bl
5	 1	 1	 left	 LineStimuli//2.8/stimNo105r5c4v2.8.jpg	 r	 1.645	 GoodTrial	 2.8	 bl
6	 1	 1	 right	 LineStimuli//2.8/stimNo103r3c19v2.8.jpg	 x	 0.087	 EARLY_RESPONSE	 2.8	 bl
7	 1	 1	 left	 LineStimuli//2.8/stimNo88r15c3v2.8.jpg	 l	 2.332	 GoodTrial	 2.8	 bl
8	 1	 1	 right	 LineStimuli//2.8/stimNo100r8c13v2.8.jpg	 l	 1.776	 GoodTrial	 2.8	 bl
9	 1	 0	 x	 LineStimuli//2.8/stimNo159r0c0v2.8.jpg	 r	 2.473	 GoodTrial	 2.8	 bl
10	 1	 1	 right	 LineStimuli//2.8/stimNo110r7c14v2.8.jpg	 l	 1.734	 GoodTrial	 2.8	 bl
11	 1	 0	 x	 LineStimuli//2.8/stimNo142r0c0v2.8.jpg	 r	 2.018	 GoodTrial	 2.8	 bl
12	 1	 1	 left	 LineStimuli//2.8/stimNo89r12c4v2.8.jpg	 l	 2.288	 GoodTrial	 2.8	 bl
13	 1	 0	 x	 LineStimuli//2.8/stimNo128r0c0v2.8.jpg	 r	 1.817	 GoodTrial	 2.8	 bl
14	 1	 0	 x	 LineStimuli//2.8/stimNo155r0c0v2.8.jpg	 r	 1.795	 GoodTrial	 2.8	 bl
15	 1	 0	 x	 LineStimuli//2.8/stimNo127r0c0v2.8.jpg	 l	 1.823	 GoodTrial	 2.8	 bl
16	 1	 1	 left	 LineStimuli//2.8/stimNo97r11c4v2.8.jpg	 l	 2.155	 GoodTrial	 2.8	 bl
17	 1	 0	 x	 LineStimuli//2.8/stimNo144r0c0v2.8.jpg	 r	 2.200	 GoodTrial	 2.8	 bl
18	 1	 1	 right	 LineStimuli//2.8/stimNo93r9c20v2.8.jpg	 l	 2.013	 GoodTrial	 2.8	 bl
19	 1	 0	 x	 LineStimuli//2.8/stimNo146r0c0v2.8.jpg	 r	 1.777	 GoodTrial	 2.8	 bl
20	 1	 1	 left	 LineStimuli//2.8/stimNo96r6c9v2.8.jpg	 l	 1.993	 GoodTrial	 2.8	 bl
21	 1	 0	 x	 LineStimuli//2.8/stimNo157r0c0v2.8.jpg	 r	 1.656	 GoodTrial	 2.8	 bl
22	 1	 1	 right	 LineStimuli//2.8/stimNo109r6c18v2.8.jpg	 x	 1.640	 GoodTrial	 2.8	 bl
23	 1	 0	 x	 LineStimuli//2.8/stimNo133r0c0v2.8.jpg	 r	 1.838	 GoodTrial	 2.8	 bl
24	 1	 0	 x	 LineStimuli//2.8/stimNo143r0c0v2.8.jpg	 r	 1.976	 GoodTrial	 2.8	 bl
25	 1	 1	 right	 LineStimuli//2.8/stimNo115r9c14v2.8.jpg	 l	 2.054	 GoodTrial	 2.8	 bl
26	 1	 1	 right	 LineStimuli//2.8/stimNo95r9c18v2.8.jpg	 l	 1.715	 GoodTrial	 2.8	 bl
27	 1	 1	 left	 LineStimuli//2.8/stimNo86r15c6v2.8.jpg	 l	 2.288	 GoodTrial	 2.8	 bl
28	 1	 0	 x	 LineStimuli//2.8/stimNo135r0c0v2.8.jpg	 r	 1.729	 GoodTrial	 2.8	 bl
29	 1	 0	 x	 LineStimuli//2.8/stimNo141r0c0v2.8.jpg	 r	 2.155	 GoodTrial	 2.8	 bl
30	 1	 1	 right	 LineStimuli//2.8/stimNo117r11c17v2.8.jpg	 l	 1.610	 GoodTrial	 2.8	 bl
31	 1	 0	 x	 LineStimuli//2.8/stimNo152r0c0v2.8.jpg	 r	 1.767	 GoodTrial	 2.8	 bl
32	 1	 0	 x	 LineStimuli//2.8/stimNo160r0c0v2.8.jpg	 r	 1.776	 GoodTrial	 2.8	 bl
33	 1	 0	 x	 LineStimuli//2.8/stimNo140r0c0v2.8.jpg	 r	 1.776	 GoodTrial	 2.8	 bl
34	 1	 1	 left	 LineStimuli//2.8/stimNo82r4c6v2.8.jpg	 l	 1.760	 GoodTrial	 2.8	 bl
35	 1	 1	 left	 LineStimuli//2.8/stimNo104r8c6v2.8.jpg	 r	 1.679	 GoodTrial	 2.8	 bl
36	 1	 1	 right	 LineStimuli//2.8/stimNo90r13c21v2.8.jpg	 r	 1.987	 GoodTrial	 2.8	 bl
37	 1	 1	 right	 LineStimuli//2.8/stimNo81r8c14v2.8.jpg	 l	 2.042	 GoodTrial	 2.8	 bl
38	 1	 0	 x	 LineStimuli//2.8/stimNo130r0c0v2.8.jpg	 r	 1.833	 GoodTrial	 2.8	 bl
39	 1	 0	 x	 LineStimuli//2.8/stimNo149r0c0v2.8.jpg	 r	 1.812	 GoodTrial	 2.8	 bl
40	 1	 1	 right	 LineStimuli//2.8/stimNo114r8c19v2.8.jpg	 l	 1.650	 GoodTrial	 2.8	 bl
41	 1	 0	 x	 LineStimuli//2.8/stimNo131r0c0v2.8.jpg	 r	 1.729	 GoodTrial	 2.8	 bl
42	 1	 0	 x	 LineStimuli//2.8/stimNo150r0c0v2.8.jpg	 r	 1.718	 GoodTrial	 2.8	 bl
43	 1	 0	 x	 LineStimuli//2.8/stimNo129r0c0v2.8.jpg	 r	 1.732	 GoodTrial	 2.8	 bl
44	 1	 1	 left	 LineStimuli//2.8/stimNo94r13c7v2.8.jpg	 r	 1.768	 GoodTrial	 2.8	 bl
45	 1	 1	 right	 LineStimuli//2.8/stimNo120r8c20v2.8.jpg	 l	 1.752	 GoodTrial	 2.8	 bl
46	 1	 1	 left	 LineStimuli//2.8/stimNo102r3c2v2.8.jpg	 r	 1.682	 GoodTrial	 2.8	 bl
47	 1	 1	 right	 LineStimuli//2.8/stimNo118r5c16v2.8.jpg	 l	 1.664	 GoodTrial	 2.8	 bl
48	 1	 0	 x	 LineStimuli//2.8/stimNo154r0c0v2.8.jpg	 r	 2.040	 GoodTrial	 2.8	 bl
49	 1	 1	 left	 LineStimuli//2.8/stimNo91r2c3v2.8.jpg	 l	 1.784	 GoodTrial	 2.8	 bl
50	 1	 0	 x	 LineStimuli//2.8/stimNo153r0c0v2.8.jpg	 r	 1.770	 GoodTrial	 2.8	 bl
1	 2	 1	 right	 LineStimuli//1.8/stimNo82r7c18v1.8.jpg	 l	 2.000	 GoodTrial	 1.8	 bl
2	 2	 1	 right	 LineStimuli//1.8/stimNo119r3c21v1.8.jpg	 l	 3.080	 GoodTrial	 1.8	 bl
3	 2	 1	 right	 LineStimuli//1.8/stimNo111r4c21v1.8.jpg	 r	 2.056	 GoodTrial	 1.8	 bl
4	 2	 0	 x	 LineStimuli//1.8/stimNo139r0c0v1.8.jpg	 r	 2.424	 GoodTrial	 1.8	 bl
5	 2	 1	 right	 LineStimuli//1.8/stimNo83r6c13v1.8.jpg	 l	 2.456	 GoodTrial	 1.8	 bl
6	 2	 0	 x	 LineStimuli//1.8/stimNo121r0c0v1.8.jpg	 r	 1.848	 GoodTrial	 1.8	 bl
7	 2	 0	 x	 LineStimuli//1.8/stimNo125r0c0v1.8.jpg	 r	 1.872	 GoodTrial	 1.8	 bl
8	 2	 0	 x	 LineStimuli//1.8/stimNo160r0c0v1.8.jpg	 r	 2.813	 GoodTrial	 1.8	 bl
9	 2	 0	 x	 LineStimuli//1.8/stimNo158r0c0v1.8.jpg	 r	 2.563	 GoodTrial	 1.8	 bl
10	 2	 0	 x	 LineStimuli//1.8/stimNo149r0c0v1.8.jpg	 r	 1.689	 GoodTrial	 1.8	 bl
11	 2	 1	 right	 LineStimuli//1.8/stimNo93r3c17v1.8.jpg	 l	 1.731	 GoodTrial	 1.8	 bl
12	 2	 1	 right	 LineStimuli//1.8/stimNo102r14c17v1.8.jpg	 r	 1.821	 GoodTrial	 1.8	 bl
13	 2	 0	 x	 LineStimuli//1.8/stimNo157r0c0v1.8.jpg	 r	 2.358	 GoodTrial	 1.8	 bl
14	 2	 0	 x	 LineStimuli//1.8/stimNo142r0c0v1.8.jpg	 l	 1.715	 GoodTrial	 1.8	 bl
15	 2	 1	 right	 LineStimuli//1.8/stimNo101r4c13v1.8.jpg	 r	 2.049	 GoodTrial	 1.8	 bl
16	 2	 1	 left	 LineStimuli//1.8/stimNo115r5c9v1.8.jpg	 l	 2.040	 GoodTrial	 1.8	 bl
17	 2	 0	 x	 LineStimuli//1.8/stimNo147r0c0v1.8.jpg	 r	 2.216	 GoodTrial	 1.8	 bl
18	 2	 0	 x	 LineStimuli//1.8/stimNo132r0c0v1.8.jpg	 r	 2.808	 GoodTrial	 1.8	 bl
19	 2	 0	 x	 LineStimuli//1.8/stimNo141r0c0v1.8.jpg	 r	 2.277	 GoodTrial	 1.8	 bl
20	 2	 0	 x	 LineStimuli//1.8/stimNo133r0c0v1.8.jpg	 r	 2.331	 GoodTrial	 1.8	 bl
21	 2	 1	 right	 LineStimuli//1.8/stimNo92r10c18v1.8.jpg	 l	 1.665	 GoodTrial	 1.8	 bl
22	 2	 0	 x	 LineStimuli//1.8/stimNo130r0c0v1.8.jpg	 r	 2.095	 GoodTrial	 1.8	 bl
23	 2	 0	 x	 LineStimuli//1.8/stimNo124r0c0v1.8.jpg	 r	 1.715	 GoodTrial	 1.8	 bl
24	 2	 1	 right	 LineStimuli//1.8/stimNo99r12c16v1.8.jpg	 r	 1.945	 GoodTrial	 1.8	 bl
25	 2	 1	 right	 LineStimuli//1.8/stimNo90r15c13v1.8.jpg	 r	 1.820	 GoodTrial	 1.8	 bl
26	 2	 1	 left	 LineStimuli//1.8/stimNo88r15c9v1.8.jpg	 r	 2.292	 GoodTrial	 1.8	 bl
27	 2	 0	 x	 LineStimuli//1.8/stimNo146r0c0v1.8.jpg	 r	 3.481	 GoodTrial	 1.8	 bl
28	 2	 1	 left	 LineStimuli//1.8/stimNo103r15c10v1.8.jpg	 r	 1.884	 GoodTrial	 1.8	 bl
29	 2	 0	 x	 LineStimuli//1.8/stimNo144r0c0v1.8.jpg	 r	 4.125	 GoodTrial	 1.8	 bl
30	 2	 1	 left	 LineStimuli//1.8/stimNo86r14c4v1.8.jpg	 r	 3.998	 GoodTrial	 1.8	 bl
31	 2	 1	 right	 LineStimuli//1.8/stimNo114r8c13v1.8.jpg	 l	 3.024	 GoodTrial	 1.8	 bl
32	 2	 0	 x	 LineStimuli//1.8/stimNo122r0c0v1.8.jpg	 r	 3.783	 GoodTrial	 1.8	 bl
33	 2	 1	 left	 LineStimuli//1.8/stimNo105r6c5v1.8.jpg	 l	 2.256	 GoodTrial	 1.8	 bl
34	 2	 0	 x	 LineStimuli//1.8/stimNo152r0c0v1.8.jpg	 r	 3.016	 GoodTrial	 1.8	 bl
35	 2	 0	 x	 LineStimuli//1.8/stimNo131r0c0v1.8.jpg	 r	 3.839	 GoodTrial	 1.8	 bl
36	 2	 0	 x	 LineStimuli//1.8/stimNo137r0c0v1.8.jpg	 l	 1.999	 GoodTrial	 1.8	 bl
37	 2	 0	 x	 LineStimuli//1.8/stimNo128r0c0v1.8.jpg	 r	 3.925	 GoodTrial	 1.8	 bl
38	 2	 1	 left	 LineStimuli//1.8/stimNo91r14c4v1.8.jpg	 l	 1.915	 GoodTrial	 1.8	 bl
39	 2	 0	 x	 LineStimuli//1.8/stimNo155r0c0v1.8.jpg	 r	 2.737	 GoodTrial	 1.8	 bl
40	 2	 0	 x	 LineStimuli//1.8/stimNo134r0c0v1.8.jpg	 r	 2.509	 GoodTrial	 1.8	 bl
41	 2	 1	 left	 LineStimuli//1.8/stimNo94r13c8v1.8.jpg	 r	 1.847	 GoodTrial	 1.8	 bl
42	 2	 0	 x	 LineStimuli//1.8/stimNo129r0c0v1.8.jpg	 x	 0.048	 EARLY_RESPONSE	 1.8	 bl
43	 2	 1	 left	 LineStimuli//1.8/stimNo107r5c4v1.8.jpg	 l	 1.705	 GoodTrial	 1.8	 bl
44	 2	 1	 left	 LineStimuli//1.8/stimNo113r6c7v1.8.jpg	 l	 2.076	 GoodTrial	 1.8	 bl
45	 2	 0	 x	 LineStimuli//1.8/stimNo123r0c0v1.8.jpg	 r	 3.089	 GoodTrial	 1.8	 bl
46	 2	 0	 x	 LineStimuli//1.8/stimNo127r0c0v1.8.jpg	 r	 3.030	 GoodTrial	 1.8	 bl
47	 2	 1	 right	 LineStimuli//1.8/stimNo109r7c17v1.8.jpg	 r	 2.909	 GoodTrial	 1.8	 bl
48	 2	 1	 left	 LineStimuli//1.8/stimNo85r13c2v1.8.jpg	 l	 2.919	 GoodTrial	 1.8	 bl
49	 2	 1	 left	 LineStimuli//1.8/stimNo110r4c7v1.8.jpg	 r	 2.640	 GoodTrial	 1.8	 bl
50	 2	 0	 x	 LineStimuli//1.8/stimNo145r0c0v1.8.jpg	 x	 0.824	 EARLY_RESPONSE	 1.8	 bl
1	 3	 1	 right	 LineStimuli//4.3/stimNo82r7c18v4.3.jpg	 l	 1.839	 GoodTrial	 4.3	 bl
2	 3	 0	 x	 LineStimuli//4.3/stimNo160r0c0v4.3.jpg	 r	 1.998	 GoodTrial	 4.3	 bl
3	 3	 0	 x	 LineStimuli//4.3/stimNo122r0c0v4.3.jpg	 r	 2.780	 GoodTrial	 4.3	 bl
4	 3	 0	 x	 LineStimuli//4.3/stimNo136r0c0v4.3.jpg	 r	 2.563	 GoodTrial	 4.3	 bl
5	 3	 0	 x	 LineStimuli//4.3/stimNo121r0c0v4.3.jpg	 r	 1.815	 GoodTrial	 4.3	 bl
6	 3	 0	 x	 LineStimuli//4.3/stimNo132r0c0v4.3.jpg	 r	 2.923	 GoodTrial	 4.3	 bl
7	 3	 1	 left	 LineStimuli//4.3/stimNo105r14c6v4.3.jpg	 l	 1.608	 GoodTrial	 4.3	 bl
8	 3	 0	 x	 LineStimuli//4.3/stimNo145r0c0v4.3.jpg	 r	 1.957	 GoodTrial	 4.3	 bl
